name,item_number,release_date_japan,package_size_mm,built_up_size_mm,pieces_single,pieces_box,target_age,difficulty_level
ホッキョクグマ,NBC_294,2019/7/1,105×180×13 (mm),35×38×77 (mm),160,NA,12,3
東京駅丸の内駅舎,NBH_189,2019/6/22,140×210×45 (mm),200×53×80 (mm),640,NA,12,3
龍,NBM-026,2019/6/22,280×210×45 (mm),130×200×120 (mm),700,NA,12,4
タワーブリッジ　デラックスエディション,NB-045,2019/6/22,420×210×70 (mm),320×145×120 (mm),1700,NA,12,4
ポケットモンスター　キテルグマ,NBPM_053,2019/6/22,105×180×30 (mm),60×79×44 (mm),190,NA,12,2
ポケットモンスター　ミミッキュ,NBPM_052,2019/6/22,105×180×30 (mm),60×79×44 (mm),200,NA,12,3
ポケットモンスター　モクロー,NBPM_051,2019/6/22,105×180×20 (mm),40×45×40 (mm),170,NA,12,2
ポケットモンスター　アシマリ,NBPM_050,2019/6/22,105×180×20 (mm),48×45×56 (mm),110,NA,12,3
ポケットモンスター　ニャビー,NBPM_049,2019/6/22,105×180×20 (mm),44×51×48 (mm),170,NA,12,2
キャラナノ ゴジラ 2016 第4形態,CN-07,2019/6/22,105×140×70 (mm),56×96×68 (mm),300,NA,12,2
キャラナノ エヴァンゲリオン 第4の使徒,CN-06,2019/6/22,105×140×70 (mm),78×96×40 (mm),280,NA,12,3
キャラナノ エヴァンゲリオン 初号機,CN-05,2019/6/22,105×140×70 (mm),75×115×58 (mm),290,NA,12,3
キャラナノ バルタン星人,CN-04,2019/6/22,105×140×70 (mm),68×90×40 (mm),270,NA,12,2
キャラナノ ウルトラマン,CN-03,2019/6/22,105×140×70 (mm),40×87×70 (mm),200,NA,12,2
チョコレート,NBC_290,2019/6/22,105×180×13 (mm),64×9×40(mm),130,NA,12,2
ドラえもん,NBCC_074,2019/4/27,90×140×45 (mm),48×64×47 (mm),320,NA,12,3
平等院鳳凰堂,NBH_186,2019/4/20,140×210×45 (mm),160×77×80 (mm),790,NA,12,3
タイムマシン,NBCC_076,2019/4/20,90×140×45 (mm),80×81×120 (mm),220,NA,12,2
のび太,NBCC_075,2019/4/20,90×140×45 (mm),96×44×36 (mm),220,NA,12,3
ポケットモンスター フリーザー,NBPM_048,2019/4/20,105×180×35 (mm),80×87×72 (mm),170,NA,12,3
ポケットモンスター ファイヤー,NBPM_047,2019/4/20,105×180×35 (mm),68×75×80 (mm),190,NA,12,3
ポケットモンスター サンダー,NBPM_046,2019/4/20,105×180×35 (mm),108×72×78 (mm),240,NA,12,4
キャラナノ チコちゃんに叱られる！キョエちゃん,CN-02,2019/3/15,105×140×70 (mm),62×88×70 (mm),230,NA,12,2
キャラナノ チコちゃんに叱られる！ チコちゃん,CN-01,2019/3/15,105 × 140 × 70 (mm),58×80×40 (mm),250,NA,12,3
OSAKA CASTLE,NBH_173,2019/1/1,140×140×45 (mm),85×114×80 (mm),520,NA,12,3
ポケットモンスター ミュウ,NBPM_045,2019/1/1,105×180×13 (mm),28×57×52 (mm),90,NA,12,2
ポケットモンスター ブラッキー,NBPM_044,2019/1/1,105×180×13 (mm),44×51×60 (mm),140,NA,12,2
ポケットモンスター エーフィ,NBPM_043,2019/1/1,105×180×13 (mm),52×48×60 (mm),140,NA,12,2
姫路城 スペシャルデラックスエディション,NB-042,2018/8/11,420×280×100 (mm),240×220×240 (mm),5200,NA,12,5
東京,NB-040,2018/7/1,420×210×70 (mm),104×240×192 (mm),1280,NA,12,4
E233系京浜東北線,nGT_022,2018/7/1,140×180×30 (mm),32×24×80 (mm),180,NA,12,2
922 形新幹線電気軌道総合試験車T3編成 (ドクターイエロー),nGT_021,2018/7/1,140×180×30 (mm),32×24×92 (mm),160,NA,12,2
盆栽 松 デラックスエディション,NB-039,2018/6/23,280×210×70 (mm),195×190×115 (mm),1130,NA,12,5
ポケットモンスター コイキング,NBPM_035,2018/6/23,105×180×13 (mm),59×36×60 (mm),130,NA,12,3
ポケットモンスター ラッキー,NBPM_034,2018/6/23,105×180×13 (mm),46×48×56 (mm),140,NA,12,2
蒸気機関車(タンク式),nGT_020,2018/4/14,140×180×20 (mm),40×25×104 (mm),190,NA,12,3
南海50000系 ラピート,nGT_019,2018/4/14,140×180×20 (mm),32×24×96 (mm),190,NA,12,3
923形新幹線電気軌道総合試験車ドクターイエロー,nGT_018,2018/4/14,140×180×20 (mm),32×24×96 (mm),150,NA,12,2
E5系新幹線はやぶさ,nGT_017,2018/4/14,140×180×20 (mm),27×24×108 (mm),140,NA,12,2
光ファイバーLED + マーライオン,NBH_158,2018/3/17,140×210×45 (mm),100×80×80 (mm),300,NA,12,3
コレクションケース,NB-038,2018/3/3,140×140×45 (mm),84mm×95mm×84mm,NA,NA,12,NA
ポケットモンスター ホウオウ,NBPM_033,2018/1/20,105×180×35 (mm),74×84×92 (mm),180,NA,12,4
ポケットモンスター ルギア,NBPM_032,2018/1/20,105×180×35 (mm),68×84×92 (mm),190,NA,12,3
ビール,NBC_245,2018/1/20,105×180×13 (mm),53×44×36 (mm),180,NA,12,2
ブロック収納ケース,NB-035,2017/12/2,380×310×59 (mm),310×380×59 (mm),NA,NA,12,NA
ベーシックレールセット,nGS_004,2017/9/30,247×147×143 (mm),778×34×460 (mm),NA,NA,12,NA
ドラミ,NBCC_042,2017/9/23,90×140×45 (mm),44×68×52 (mm),280,NA,12,3
しずかちゃん,NBCC_041,2017/9/23,90×140×45 (mm),68×44×52 (mm),200,NA,12,2
ポケットモンスター ワニノコ,NBPM_031,2017/9/23,105×180×13 (mm),48×52×48 (mm),150,NA,12,2
ポケットモンスター チコリータ,NBPM_030,2017/9/23,105×180×13 (mm),51×32×48 (mm),90,NA,12,1
ポケットモンスター ヒノアラシ,NBPM_029,2017/9/23,105×180×13 (mm),42×40×64 (mm),150,NA,12,2
ポケットモンスター ピチュー,NBPM_028,2017/9/23,105×180×13 (mm),48×36×44 (mm),90,NA,12,1
E259系 成田エクスプレス,nGT_016,2017/9/23,140×180×20 (mm),32×24×82 (mm),170,NA,12,3
E235系 山手線,nGT_015,2017/9/23,140×180×20 (mm),32×24×82 (mm),180,NA,12,2
E231系 山手線,nGT_014,2017/9/23,140×180 ×20 (mm),32×24×80 (mm),170,NA,12,2
E7系新幹線,nGT_013,2017/9/23,140×180×20 (mm),32×24×96 (mm),180,NA,12,2
E6系新幹線,nGT_012,2017/9/23,140 × 180 × 20 (mm),27×24×100 (mm),140,NA,12,2
N700系新幹線,nGT_011,2017/9/23,140 × 180 × 20 (mm),32×24×96 (mm),170,NA,12,2
ニューヨーク,NB-033,2017/7/29,420×210×70 (mm),107×240×192 (mm),1480,NA,12,4
タージマハル　デラックスエディション,NB-032,2017/7/29,420×210×70 (mm),128×160×160 (mm),2210,NA,12,4
ラーメン,NBC_229,2017/7/29,105×180×13 (mm),60×47×47 (mm),140,NA,12,2
スネ夫,NBCC_040,2017/7/22,90×140×45 (mm),80×36×32 (mm),200,NA,12,2
ジャイアン,NBCC_039,2017/7/22,90×140×45 (mm),86×64×36 (mm),220,NA,12,2
五重塔 デラックスエディション,NB-031,2017/6/24,420×210×70 (mm),257×160×160 (mm),1350,NA,12,4
ポケットモンスター コダック,NBPM_024,2017/6/24,105×180×13 (mm),44×58×52 (mm),130,NA,12,2
ポケットモンスター ギャラドス,NBPM_023,2017/6/24,105×180×13 (mm),44×58×60 (mm),170,NA,12,3
のび太,NBCC_037,2017/4/29,90×140×45 (mm),44×98×32 (mm),190,NA,12,2
ドラえもん,NBCC_036,2017/4/29,90×140×45 (mm),48×68×48 (mm),270,NA,12,3
バースデーケーキ,NBC_219,2017/4/8,105×180×13 (mm),48×44×48 (mm),170,NA,12,2
ハンバーガー,NBC_217,2017/4/8,105×180×13 (mm),48×38×40 (mm),120,NA,12,2
盆栽 梅,NBH_134,2016/10/7,140×140×45 (mm),80×128×40 (mm),170,NA,12,2
帆船,NB-030,2016/10/7,420×210×70 (mm),230×130×320 (mm),2500,NA,12,5
ポケットモンスター ブースター,NBPM_022,2016/10/7,105×180×13 (mm),52×51×68 (mm),170,NA,12,2
ポケットモンスター サンダース,NBPM_021,2016/10/7,105×180×13 (mm),44×45×64 (mm),170,NA,12,3
ポケットモンスター シャワーズ,NBPM_020,2016/10/7,105×180×13 (mm),44×51×72 (mm),140,NA,12,2
ディスプレーアーム,NB-027,2016/10/7,140×140×45 (mm),40×130×70 (mm),NA,NA,12,NA
スペースシャトル発射台,NBH_131,2016/8/5,140×210×45 (mm),122×170×44 (mm),510,NA,12,3
サグラダファミリア デラックス エディション,NB-028,2016/8/5,420×210×70 (mm),191×160×160 (mm),2660,NA,12,5
宇宙飛行士,NBC_198,2016/8/1,105×180×13 (mm),68×40×39 (mm),118,NA,12,3
レッサーパンダ,NBC_194,2016/8/1,105×180×13 (mm),50×27×88 (mm),128,NA,12,2
ポケットモンスター カメックス,NBPM_019,2016/6/24,105×180×13 (mm),55×56×64 (mm),220,NA,12,3
ポケットモンスター フシギバナ,NBPM_018,2016/6/24,105×180×13 (mm),36×56×60 (mm),160,NA,12,2
LEDプレートUSB,NB-026,2016/6/24,140×140×45 (mm),80×21×80 (mm),NA,NA,12,NA
雷門,NBH_115,2016/4/22,140×140×45 (mm),67×80×80 (mm),390,NA,12,3
エヴァンゲリオン初号機,NBH_118,2016/4/8,140×210×45 (mm),150×70×55 (mm),374,NA,12,3
稲荷神社,NBH_108,2016/1/29,140×210×45 (mm),73×80×160 (mm),530,NA,12,3
ポケットモンスター カモネギ,NBPM_013,2015/11/28,105×180×13 (mm),60×40×56 (mm),160,NA,12,3
セキセイインコグリーンオパーリン,NBC_167,2015/11/28,105×180×13 (mm),47×72×24 (mm),80,NA,12,1
東京スカイツリー,NBH_091,2015/8/8,140×210×45 (mm),273×80×80 (mm),550,NA,12,5
東京タワー,NBH_090,2015/8/8,140×140×45 (mm),141×80×80,280,NA,12,3
海賊船,NBM-011,2015/6/26,280×210×45 (mm),168×206×56 (mm),780,NA,12,5
ポケットモンスター カビゴン,NBPM_012,2015/4/10,105×180×13 (mm),64×64×44 (mm),220,NA,12,3
ポケットモンスター カイリュー,NBPM_011,2015/4/10,105×180×13 (mm),60×60×64 (mm),190,NA,12,3
ポケットモンスター キャタピー&モンスターボール,NBPM_010,2015/4/10,105×180×13 (mm),"45×28×52 (mm)
 (参考：キャタピー）",170,NA,12,2
ポケットモンスター ラプラス,NBPM_009,2015/4/10,105×180×13 (mm),48×52×56 (mm),130,NA,12,2
タイタニック,NB-021,2014/8/1,420×210×70 (mm),105×560×80 (mm),1800,NA,12,5
ポケットモンスター リザードン,NBPM_008,2014/6/28,105×180×13 (mm),56×76×76 (mm),200,NA,12,3
ポケットモンスター ゲンガー,NBPM_007,2014/6/28,105×180×13 (mm),52×52×48 (mm),150,NA,12,2
ポケットモンスター ミュウツー,NBPM_006,2014/6/28,105×180×13 (mm),61×52×52 (mm),130,NA,12,3
ポケットモンスター イーブイ,NBPM_005,2014/6/28,105×180×13 (mm),55×44×64 (mm),130,NA,12,2
ナノブロック®パッド,NB-020,2014/3/28,105×180×17 (mm),"142×10×190 (mm)
(開いた状態)
142×10 90 (mm)
(閉じた状態)",NA,NA,12,NA
ポケットモンスター ゼニガメ,NBPM_004,2013/10/25,105×180×13 (mm),45×35×47 (mm),120,NA,12,2
ポケットモンスター フシギダネ,NBPM_003,2013/10/25,105×180×13 (mm),33×35×45 (mm),120,NA,12,2
ポケットモンスター ヒトカゲ,NBPM_002,2013/10/25,105×180×13 (mm),43×27×65 (mm),120,NA,12,2
ポケットモンスター ピカチュウ,NBPM_001,2013/10/25,105×180×13 (mm),47×40×55 (mm),130,NA,12,2
nanoblock Tweezers,NB-019,2013/8/30,50×180×12 (mm),14×120×9 (mm),NA,NA,12,NA
ノイシュバンシュタイン城 デラックスエディション,NB-009,2010/12/14,420×280×100 (mm),220×120×400 (mm),5800,NA,12,5
日本海軍 戦艦 大和,NB-004,2008/10/31,420×210×70 (mm),475×90×70 (mm),1700,NA,12,5
